timestamp,amount,category,user_type,region,label
2024-01-01 00:00:00,189.9473794186825,B,old,north,1
2024-01-01 01:00:00,149.90895125831565,A,old,south,0
2024-01-01 02:00:00,125.03236687718271,B,old,south,0
2024-01-01 03:00:00,162.66187470273567,B,old,north,1
2024-01-01 04:00:00,153.5045305344165,B,new,south,0
2024-01-01 05:00:00,206.00791285370343,C,new,north,1
2024-01-01 06:00:00,169.50732068694424,B,new,north,1
2024-01-01 07:00:00,157.07315292690328,C,new,south,0
2024-01-01 08:00:00,141.51005581488792,A,old,north,0
2024-01-01 09:00:00,166.60333682385934,A,old,south,1
2024-01-01 10:00:00,189.13419900123588,C,new,south,1
2024-01-01 11:00:00,166.2362836695452,C,old,north,1
2024-01-01 12:00:00,143.05140615764108,C,new,north,0
2024-01-01 13:00:00,170.77612423503908,B,new,north,1
2024-01-01 14:00:00,159.02786210254368,A,new,south,0
2024-01-01 15:00:00,168.97226206636324,C,old,north,1
2024-01-01 16:00:00,152.9038529963156,B,old,south,0
2024-01-01 17:00:00,152.43409451477575,A,old,south,0
2024-01-01 18:00:00,151.6444040513644,B,old,north,0
2024-01-01 19:00:00,178.84476302994722,A,new,south,1
2024-01-01 20:00:00,152.63549449517816,B,old,north,0
2024-01-01 21:00:00,150.80538537251545,A,old,north,0
2024-01-01 22:00:00,141.15868196875266,A,old,north,0
2024-01-01 23:00:00,169.08027603433536,B,new,north,1
2024-01-02 00:00:00,166.23403604262438,C,new,north,1
2024-01-02 01:00:00,151.02463551022737,A,old,north,0
2024-01-02 02:00:00,145.8124258488428,C,old,north,0
2024-01-02 03:00:00,197.52346826455425,B,old,south,1
2024-01-02 04:00:00,122.39113889750324,C,old,north,0
2024-01-02 05:00:00,169.86344006403442,C,new,south,1
2024-01-02 06:00:00,185.82807096432018,C,old,south,1
2024-01-02 07:00:00,92.263724770234,C,old,south,0
2024-01-02 08:00:00,175.8828012015236,C,old,north,1
2024-01-02 09:00:00,155.59490797007822,A,new,south,0
2024-01-02 10:00:00,165.1210972856652,A,new,south,1
2024-01-02 11:00:00,153.5352407095582,A,old,north,0
2024-01-02 12:00:00,181.50786891292154,B,old,north,1
2024-01-02 13:00:00,167.26238683342714,C,old,south,1
2024-01-02 14:00:00,162.6343977906863,A,old,north,1
2024-01-02 15:00:00,142.02278786082815,B,old,north,0
2024-01-02 16:00:00,197.64584467668377,A,new,north,1
2024-01-02 17:00:00,160.19862039466543,A,new,north,1
2024-01-02 18:00:00,205.7961159492092,C,new,south,1
