timestamp,amount,category,user_type,region,label
2024-01-01 00:00:00,109.93428306022466,B,old,north,1
2024-01-01 01:00:00,97.2347139765763,B,old,south,0
2024-01-01 02:00:00,112.95377076201385,C,new,north,1
2024-01-01 03:00:00,130.46059712816052,C,new,north,1
2024-01-01 04:00:00,95.31693250553329,A,new,south,0
2024-01-01 05:00:00,95.3172608610164,B,old,north,0
2024-01-01 06:00:00,131.58425631014782,A,new,north,1
2024-01-01 07:00:00,115.34869458305818,A,new,south,1
2024-01-01 08:00:00,90.61051228130096,A,new,south,0
2024-01-01 09:00:00,110.8512008717193,A,new,south,1
2024-01-01 10:00:00,90.73164614375075,B,new,north,0
2024-01-01 11:00:00,90.68540492859486,A,old,south,0
2024-01-01 12:00:00,104.83924543132068,B,old,south,1
2024-01-01 13:00:00,61.73439510684404,B,new,north,0
2024-01-01 14:00:00,65.50164334973934,C,new,south,0
2024-01-01 15:00:00,88.75424941518054,B,new,south,0
2024-01-01 16:00:00,79.74337759331152,C,new,south,0
2024-01-01 17:00:00,106.28494665190547,B,old,north,1
2024-01-01 18:00:00,81.83951848957578,B,new,north,0
2024-01-01 19:00:00,71.75392597329417,B,old,north,0
2024-01-01 20:00:00,129.31297537843108,C,old,north,1
2024-01-01 21:00:00,95.4844739902693,C,new,south,0
2024-01-01 22:00:00,101.35056409375848,A,old,north,1
2024-01-01 23:00:00,71.50503627573087,C,old,north,0
2024-01-02 00:00:00,89.11234550949635,C,old,south,0
2024-01-02 01:00:00,102.21845179419732,C,old,south,1
2024-01-02 02:00:00,76.98012845155395,C,new,south,0
2024-01-02 03:00:00,107.51396036691344,A,new,north,1
2024-01-02 04:00:00,87.9872262016239,C,old,north,0
2024-01-02 05:00:00,94.16612500413447,B,new,north,0
2024-01-02 06:00:00,87.96586775541206,B,new,south,0
2024-01-02 07:00:00,137.04556369017877,C,new,south,1
2024-01-02 08:00:00,99.73005550524132,C,new,north,0
2024-01-02 09:00:00,78.84578142088199,B,new,south,0
2024-01-02 10:00:00,116.45089824206377,B,old,south,1
2024-01-02 11:00:00,75.58312700057955,A,new,south,0
2024-01-02 12:00:00,104.1772719000951,B,new,north,1
2024-01-02 13:00:00,60.80659752240449,B,new,south,0
2024-01-02 14:00:00,73.43627902203139,C,new,south,0
2024-01-02 15:00:00,103.93722471738246,B,old,north,1
2024-01-02 16:00:00,114.76933159990821,A,old,north,1
2024-01-02 17:00:00,103.4273656237994,B,old,south,1
2024-01-02 18:00:00,97.68703435223519,C,old,south,0
2024-01-02 19:00:00,93.97792608821422,C,new,north,0
2024-01-02 20:00:00,70.42956019265145,B,old,north,0
2024-01-02 21:00:00,85.60311583210583,C,new,south,0
2024-01-02 22:00:00,90.78722458080425,A,new,south,0
2024-01-02 23:00:00,121.1424445243783,A,new,south,1
2024-01-03 00:00:00,106.87236579136923,B,new,south,1
2024-01-03 01:00:00,64.73919689274533,B,new,north,0
2024-01-03 02:00:00,106.4816793878959,B,old,south,1
2024-01-03 03:00:00,92.29835439167367,C,old,south,0
